stage,stage_label,lag_ns,domain_id,n_samples,ca_rmsd,drmsd_long_range,drmsd_all,rotation_geodesic_mean_deg,bond_length_rmse,bond_angle_ca_c_n_mae_deg,bond_angle_c_n_ca_mae_deg,bond_angle_mae_deg,ca_neighbor_distance_mae,contact_f1,formed_contact_f1,broken_contact_f1,heavy_atom_rmsd,backbone_heavy_rmsd,sidechain_heavy_rmsd,bondi_serious_overlap_rate,bondi_serious_inter_residue_backbone_backbone_rate,bondi_serious_inter_residue_backbone_sidechain_rate,bondi_serious_inter_residue_sidechain_sidechain_rate,bondi_serious_intra_residue_backbone_backbone_rate,bondi_serious_intra_residue_backbone_sidechain_rate,bondi_serious_intra_residue_sidechain_sidechain_rate,atom_contact_any_precision,atom_contact_any_recall,atom_contact_any_f1,atom_contact_backbone_backbone_f1,atom_contact_backbone_sidechain_f1,atom_contact_sidechain_sidechain_f1,atom_contact_formed_precision,atom_contact_formed_recall,atom_contact_formed_f1,atom_contact_broken_precision,atom_contact_broken_recall,atom_contact_broken_f1,ca_rmsd_n,drmsd_long_range_n,drmsd_all_n,rotation_geodesic_mean_deg_n,bond_length_rmse_n,bond_angle_ca_c_n_mae_deg_n,bond_angle_c_n_ca_mae_deg_n,bond_angle_mae_deg_n,ca_neighbor_distance_mae_n,contact_f1_n,formed_contact_f1_n,broken_contact_f1_n,heavy_atom_rmsd_n,backbone_heavy_rmsd_n,sidechain_heavy_rmsd_n,bondi_serious_overlap_rate_n,bondi_serious_inter_residue_backbone_backbone_rate_n,bondi_serious_inter_residue_backbone_sidechain_rate_n,bondi_serious_inter_residue_sidechain_sidechain_rate_n,bondi_serious_intra_residue_backbone_backbone_rate_n,bondi_serious_intra_residue_backbone_sidechain_rate_n,bondi_serious_intra_residue_sidechain_sidechain_rate_n,atom_contact_any_precision_n,atom_contact_any_recall_n,atom_contact_any_f1_n,atom_contact_backbone_backbone_f1_n,atom_contact_backbone_sidechain_f1_n,atom_contact_sidechain_sidechain_f1_n,atom_contact_formed_precision_n,atom_contact_formed_recall_n,atom_contact_formed_f1_n,atom_contact_broken_precision_n,atom_contact_broken_recall_n,atom_contact_broken_f1_n
coarse,frozen P0 coarse prediction,1.0,1by1A00,60,3.2696307599544525,2.3968836523309895,2.3481215289447137,30.539040994644164,0.30953263949693605,11.662902709821186,12.756153689446247,12.209528199633716,0.27941852231056263,0.6590882808003301,0.15092822223000643,0.47478248328051387,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1c80A00,60,1.8586113959550858,1.3919518062758447,1.3626855658363901,21.059920676549275,0.22962427585544098,7.520513186310814,8.37937593907768,7.949944562694247,0.16806938023420806,0.8556970093408185,0.2033670905578156,0.4142405084814819,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1ccdA00,60,4.051652838786443,3.1561571840449902,2.984819401761482,44.14727155367533,0.3549752349193989,20.64650333222876,22.73742871552454,21.691966023876653,0.48877788640393166,0.5514428084411392,0.11491947724589563,0.4586481302274322,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1ccwB02,60,2.7067357381184896,2.107950145023808,1.9852839890819463,33.413436555862425,0.3627468293429689,17.37763433526338,19.123340258504832,18.250487296884106,0.4106247289975485,0.7093555362314614,0.1592887505420172,0.4792592037598398,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1dgnA00,60,2.1868009994427364,1.7056422123411363,1.6286704085382462,26.32882679303487,0.25437820372961906,11.473788029706666,12.436023348536043,11.954905689121354,0.26179943785184256,0.7351273135958255,0.1838376860024267,0.41459973209203327,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1eb6A00,60,2.3302664011716843,1.7329453814542186,1.6945028640243365,26.76858057975769,0.2720127393102405,12.07409536750085,13.466620339381873,12.770357853441364,0.27266651558492216,0.7922291678495507,0.18972324176608119,0.4462354030751486,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1ecmA00,60,3.124978364507357,2.2759394879503985,2.1750817424667046,33.54973545074463,0.31733498059894116,14.6749944360367,16.122839924863467,15.398917180450086,0.3434380023457386,0.6372332735717472,0.19004495282885359,0.41137195030432594,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1f7uA02,60,2.6721420149008432,2.047141098417231,1.9797210142153365,29.627207612991334,0.2865467749103584,11.350517681816154,12.527920880729422,11.939219281272788,0.27590285584891355,0.661123345467457,0.1661602445933782,0.43543014234033356,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1fjrA02,60,1.9998394876718522,1.4602418861470439,1.4148422839098052,24.931643629074095,0.27535888355512256,8.89669246321049,9.996228984769964,9.446460723990226,0.20516757479598444,0.8735096793730259,0.22482935950300253,0.3928106288976902,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1fmtB01,60,2.200092138846715,1.5965982131079817,1.5646605200154307,22.61896824836731,0.24741483168530262,8.479652761757363,9.512036227678019,8.995844494717693,0.19572322543092707,0.8707029987657714,0.24166745869903292,0.42147030103960187,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1frmA00,60,3.3599224209785463,2.669817168908785,2.567218555473986,37.18639055887858,0.3400781792006215,18.05849703749089,19.80403213073571,18.9312645841133,0.41268577868030193,0.6868280287608547,0.154486263695372,0.44677102921017986,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1gk9B03,20,3.161690407991409,2.2332015837344743,2.1755925153417994,30.09152889251709,0.3102867834155538,11.55843004908536,12.979072926342493,12.268751487713924,0.2877249916270376,0.7165764268308885,0.20261197528860214,0.4136717980024322,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1gkgA02,60,2.456721818447113,1.7804483490324898,1.6907056572965113,34.23791014353434,0.3514881409120337,13.253156739004146,14.843704226951072,14.048430482977606,0.32576188954944707,0.7852651663738196,0.22784595581399056,0.3532870105099054,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1gvhA01,60,3.1601187705993654,2.391660198856591,2.32682509041124,30.90007381439209,0.3278991733113042,14.813046413069186,16.08202296610862,15.4475346895889,0.3418933528823917,0.667104829491118,0.1727497124110551,0.46832390016361264,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1gyxA01,60,4.477658434708913,3.4627825190318564,3.2419975921844357,50.9178737004598,0.4189740797932921,25.70725094657406,27.847985949481263,26.77761844802766,0.6060891427454496,0.5912068491445944,0.11839319526892768,0.48555178520392067,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1hw7A02,60,6.001967126131058,5.136515576943114,4.711283309794644,66.56124998728434,0.49262101862963303,42.269130286146336,46.38822361747134,44.32867695180882,0.9698811078558162,0.36118698146896794,0.0793434862962653,0.5535136620589045,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,59,57,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1i7xB00,60,5.823345971107483,4.587271686849699,4.2314857468035285,64.21241521835327,0.45124390035565365,28.503709342679834,31.154858080167166,29.8292837114235,0.6602157328277826,0.5329794416972556,0.08388023191934353,0.45826851857554085,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1ik7A00,60,4.709622544050217,3.918960726652506,3.6081692367674285,57.02179463704427,0.44254571400745557,30.00252153520659,32.910362567076035,31.456442051141313,0.7131722709030106,0.4309775101344146,0.11921798130317564,0.47912968928510163,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,59,59,57,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1in4A03,60,1.696040599544843,1.2628431015726873,1.19922649672342,21.104378255208335,0.22400079484916927,8.858021496233095,9.792163292644211,9.325092394438654,0.2040973757905466,0.7930877603212978,0.19648685311730724,0.41236471937371294,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1inlC02,60,3.847194908062617,2.948804956751182,2.7618369927020043,43.834758853912355,0.38869046113561095,21.059788329981494,23.181005511101052,22.12039692054128,0.4893249968372324,0.7503803648322563,0.2003782095136854,0.41675702318782964,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1iv8A05,60,1.920544481277466,1.4302319206204417,1.3459455604453439,24.312822643915812,0.23657717227161612,8.30233239843362,9.200378854228887,8.751355626331254,0.1734098736445109,0.8951114759451928,0.19745312048537028,0.34864328935361183,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1j4sA00,60,2.379830996195475,1.7502685550437653,1.7045658822752798,28.444769779841106,0.2778022481594914,10.820382735383971,12.046485519058914,11.433434127221444,0.2323537789687917,0.8584346120690031,0.21045732026858058,0.410156617758157,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1jocA01,60,6.469927895069122,5.436337902344482,5.046285779153951,71.64619013468425,0.484124457035156,40.99751531871889,44.62871921272619,42.813117265722546,0.935426364232928,0.38029836089602514,0.08865774087981144,0.505590440422501,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,59,59,53,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1jqoA03,60,2.5432940711577734,1.8598501254294864,1.8074203011908956,28.136082251866657,0.3160309282835008,12.023032638730943,13.366191464705627,12.694612051718286,0.2967812696289199,0.7114519447588054,0.176475234087463,0.4729380073854607,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1jr3C02,60,1.9740471442540486,1.454085045465458,1.4075643468429064,22.341946617762247,0.24572760332134555,8.245514693383134,8.931686155162625,8.58860042427288,0.19587704877551268,0.7424552189607212,0.18201014901763332,0.428394917325083,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1k4iA00,60,2.2776072372992835,1.6009131373898855,1.5720305405283306,23.922071329752605,0.2700457808028337,9.50896803169542,10.528750833297241,10.018859432496331,0.22039572640906932,0.8595255046512946,0.2188769101119998,0.43460099484844167,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,1.0,1k8kD01,60,3.502901393175125,2.4288303492097416,2.36217176351191,33.32680368423462,0.3268683659230639,13.626730396434905,14.858496130607099,14.242613263521003,0.32034784918030107,0.8042060743026999,0.1400431284775968,0.44688346311468663,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1ad3A02,60,3.2362022161483766,2.453903740976735,2.401978005578523,30.185408496856688,0.3126226219522669,13.050871701397568,14.313510104278484,13.682190902838023,0.310762168589941,0.7743290431396744,0.1520803119503077,0.4712891200609929,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1atgA02,60,2.9233618418375653,2.184574699680468,2.108007062383319,34.179786984125776,0.35405747101457485,17.753715295618957,19.717458365728742,18.735586830673853,0.4240565446101956,0.7649073562452,0.15908346672031046,0.4949802640161855,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1balA00,60,6.421638494729995,5.442248429201912,5.034545854586534,73.18456392288208,0.7435058946750627,43.39141137883915,47.67538929730136,45.53340033807026,1.0507129274209341,0.3819994872892259,0.09738148331311734,0.5368471483237887,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,59,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1by1A00,60,4.480606758594513,3.1942681277527485,3.130736307398213,40.840712531407675,0.3800852931967696,17.751842331478446,19.36092164374562,18.55638198761203,0.4175712034201775,0.5511452224451776,0.13352604498166315,0.4972464112956309,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1c80A00,60,2.393005833029747,1.7246739821024375,1.688600481010449,25.374174865086875,0.2652869902555716,9.474356669882546,10.487460320592039,9.980908495237292,0.22326901014436756,0.8309587613969815,0.21411617251231563,0.437763839584007,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1ccdA00,60,5.639246795574824,4.724048573210766,4.46106274762622,56.522731145222984,0.5104299504508452,27.964466160548508,30.446335505448676,29.205400832998592,0.6636801344553631,0.4413625055686692,0.09680704441783854,0.5361574629954204,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,59,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1ccwB02,60,4.047302457690239,3.2334532853873537,3.0448699063838713,45.62267942428589,0.45699146484318426,26.76180613830906,29.09259685104771,27.927201494678386,0.6454417654413445,0.6352619199925091,0.1532794157680598,0.49695547895305026,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1dgnA00,60,2.5858466108640035,2.0232971027361635,1.9357129969851674,31.11035313606262,0.3369029072298238,15.14751026968266,16.374558954954686,15.761034612318673,0.35786843033451027,0.6788634758705311,0.17167160183049773,0.48370027327988363,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1eb6A00,60,3.2786134759585064,2.498890493746928,2.441107667271919,33.71320487658183,0.34498580337626555,15.211645678261357,16.863285283773347,16.037465481017353,0.3617901527619159,0.7431551021977244,0.16964761018696278,0.46354596785270713,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1ecmA00,60,4.4009504596392315,3.369867001913358,3.220064063470029,43.8212709903717,0.4046422147152492,22.00379672103785,23.894952991663356,22.949374856350605,0.5172078177498446,0.5186574615019661,0.16440745042195593,0.450975461517071,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1f7uA02,60,3.745879677931468,2.783626564379065,2.6931655863666126,38.722075414657596,0.3537283336348925,17.52491089694521,19.266204671546664,18.395557784245934,0.41545470897709175,0.5747539767053061,0.15596819208950496,0.483897530095448,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1fjrA02,60,2.612359603246053,1.9388611665524251,1.8775178470412366,30.960512320200603,0.32666540001836314,12.390936874796893,13.964040855436592,13.177488865116741,0.29616454045778967,0.8318112849922928,0.19683431078157881,0.3923195148287214,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1fmtB01,60,2.7790719230969745,2.0823858920497416,2.041026978285221,26.9922802289327,0.29737436236114784,11.03584024928649,12.173976468717957,11.604908359002224,0.2601077123927311,0.8456007038994972,0.23021485639365422,0.42631376515694536,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1frmA00,60,4.845396373669306,3.946132514135363,3.788553000078003,48.210497268040974,0.4605811433505297,23.177554259082846,25.588529803447766,24.383042031265305,0.552022495875283,0.6060293479474917,0.12767737336357066,0.48355107085855964,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1gk9B03,20,3.9756237268447876,2.913151391665726,2.839884344201729,38.828015089035034,0.37317834643896086,17.54228758130055,19.314083063462302,18.428185322381424,0.4246744903968648,0.651031845252391,0.16826309498567596,0.4812879880548099,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1gkgA02,60,3.159025937318802,2.394092413946078,2.272942410212038,42.712310266494754,0.4101040452084091,20.829488364511906,23.347673473519553,22.088580919015733,0.5029480455297174,0.7169049641633458,0.18725841784026712,0.4034275755384577,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1gvhA01,60,4.343900396426519,3.2892834760920544,3.1986993444240204,39.323853969573975,0.42629398569702087,20.16541694367458,21.706349218334005,20.935883081004288,0.4711744564401657,0.5671718596132549,0.14996012945480697,0.5018349841654206,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1gyxA01,60,6.008748294909795,5.023982890311373,4.706243873220897,64.06763575871786,0.6265133877906165,37.275543502621424,40.42210117326662,38.84882233794403,0.8848006751151785,0.469875583287472,0.11322085535500301,0.5897201580013909,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1hw7A02,60,7.862200526396434,7.299697770437878,6.694941563464261,85.45766061147054,0.8397753654431167,52.86650175444462,57.35020715745187,55.10835445594824,1.2748081628055798,0.22912864564271,0.042465586949471064,0.6535130191739913,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,59,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1i7xB00,60,7.415250074863434,6.0647614106930945,5.617937380012994,82.11671571731567,0.627262174621904,42.99493751643543,46.75960970083936,44.877273608637395,1.0206603792850815,0.3744898297178176,0.06350183194171438,0.6111306058243614,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1ik7A00,60,6.580841791629791,5.975656083461508,5.499894081570107,73.550865427653,0.6893213258111681,40.77202039805789,44.183802858139764,42.47791162809884,0.962734225689391,0.30987182283191195,0.11320077686323682,0.5649073722547536,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,57,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1in4A03,60,2.1040519227584205,1.5469004291652007,1.471629128530727,25.360786771774293,0.2778452503119213,11.864711129914156,13.135099925136444,12.4999055275253,0.2805693646372707,0.7627577232648146,0.18172480956926867,0.4770181811630376,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1inlC02,60,5.504832420746485,4.238469185210836,3.974502281166058,58.98123133977254,0.49313193390015475,30.179446652259987,33.55344500368279,31.866445827971386,0.7295118341133707,0.6839053990282588,0.1766068849346659,0.4486146315159319,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1iv8A05,60,2.5803379356861114,1.927416549994229,1.8170594518599608,30.563278834025066,0.2960384975893277,11.605838884785676,12.850457201164252,12.228148042974963,0.26319146737838406,0.8646353052456185,0.1870851099139981,0.3792910841024431,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1j4sA00,60,3.3215131084124248,2.4446859558315652,2.3777229802107676,35.280813995997114,0.3430419583205272,13.816269468268967,15.494826170078559,14.655547819173764,0.3147050074058342,0.8118819757977328,0.19481915743259332,0.4214615367596324,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1jocA01,60,8.284435935815175,7.460355981024974,6.9425197794687765,87.94976250330608,0.8461252802156959,53.133050033611624,56.83212529334268,54.98258766347715,1.2431873520046977,0.24233403316531285,0.08746337690369738,0.6030981508154977,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,59,59,56,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1jqoA03,60,3.4243654121955234,2.4736142006976674,2.4060325620785026,35.33731007575989,0.37401469801643816,17.982569060887272,19.905024844332104,18.943796952609695,0.43263295038658034,0.6441685757173763,0.16381649285943511,0.5198040615773373,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1jr3C02,60,2.5089090089003245,1.8454555748014836,1.788043788071088,27.20994906425476,0.2878554812514057,12.656788746798128,13.677011727467125,13.166900237132628,0.292782733209698,0.6933105180636802,0.17575141424140237,0.4868148107019124,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1k4iA00,60,2.933086790641149,2.086683454926846,2.0501658087426584,28.887487252553303,0.33625849450478157,13.214758293495729,14.598725366327916,13.906741829911823,0.31145927791216577,0.8307011903134093,0.20800522960610393,0.4252020454740644,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
coarse,frozen P0 coarse prediction,4.0,1k8kD01,60,4.731781216462453,3.341675943928487,3.250382616235326,43.845199743906655,0.40316978721836033,19.547807687926177,21.365202834890752,20.456505261408463,0.4598550029247999,0.7452640418965056,0.11777323391140003,0.4846518833132666,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
refined,frozen P0 + trained H1b,1.0,1ad3A02,60,2.3655981083710986,1.7390034947572353,1.7013895727286346,24.01795663833618,0.1214889632308535,5.111959891804232,5.9239346915841855,5.5179472916942105,0.09000731535588753,0.8261743974369081,0.18735710783238144,0.3661377464105488,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
refined,frozen P0 + trained H1b,1.0,1atgA02,60,2.2453583826621375,1.60854751329155,1.549461920167708,27.075511089960735,0.13038984758646952,5.83102317286606,6.703504638109521,6.26726390548779,0.10529408127437402,0.8122855990436941,0.17155569882172658,0.34454912910340435,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
refined,frozen P0 + trained H1b,1.0,1balA00,60,5.051348288853963,4.0593757890988265,3.728748402610667,59.894824822743736,0.24419476974404292,15.2154837057642,15.366055515876884,15.290769610820542,0.3059182044665018,0.5210964661706949,0.13351603676999668,0.4087439051755017,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,59,60,,,,,,,,,,,,,,,,,,,,,,
refined,frozen P0 + trained H1b,1.0,1by1A00,60,3.302840592463811,2.419167101059294,2.3683897353480585,30.452157481511435,0.13111771402204794,5.332262001788954,6.103178157647859,5.717720079718406,0.09668358539541562,0.6659088844271169,0.16200651578599315,0.3922268741024014,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
refined,frozen P0 + trained H1b,1.0,1c80A00,60,1.8765489012002945,1.4079631322404111,1.377551778249479,20.993692763646443,0.10521557997731452,4.605391260594729,5.45945269225763,5.032421976426178,0.08013197654171993,0.8562613917632121,0.18745381577394948,0.35078488264559077,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
refined,frozen P0 + trained H1b,1.0,1ccdA00,60,4.097262085477511,3.1729325029739885,2.9933985533770096,44.12106075286865,0.1732239519714595,8.517773223087433,9.234090261955801,8.875931742521614,0.16457795137829254,0.5582891632687279,0.11911006949581367,0.36049328324117363,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
refined,frozen P0 + trained H1b,1.0,1ccwB02,60,2.725924802819888,2.108764349907229,1.9761479427332211,33.39121095339457,0.1469697416887809,6.045732703239185,7.118439599659384,6.5820861514492846,0.10855624315066216,0.7128466421662044,0.17068582872372906,0.3906216187319125,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,,,,,,,,,,
